文献号	是否转让	说明书页数	附图个数	文献引证数	专利引证数	引证本国专利数	引证外国专利数	专利类别	保护期	分类数	IPC大类数	IPC小类数	同族专利数	同族布局国家（地区）数	是否为PCT国际专利申请	是否为五国专利/四方专利	专利国别代码	申请日公开日时间间隔（年）	申请日授权日时间间隔	公开日授权日时间间隔	剩余有效期	是否有优先权	权项数	发明人数	申请人数	专利权人规模	申请人类型
CN201621449655.8	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0.037037037	0	0	1
CN201620807862.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.004098361	0.148148148	0	0	1
CN201720068455.6	0	0.008196721	0.053763441	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.004098361	0.074074074	0	0	1
CN201621121899.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	1
CN201720061757.0	0	0.01147541	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201621286334.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0	0	0	1
CN201621492278.6	0	0.01147541	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.185185185	0	0	1
CN201621492301.1	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.028688525	0.185185185	0	0	1
CN201621492383.X	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.185185185	0	0	1
CN201720049599.7	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.111111111	0	0	1
CN201720064187.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.008196721	0.111111111	0	0	1
CN201720049626.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.111111111	0	0	1
CN201720049890.4	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.008196721	0.111111111	0	0	1
CN201621197900.0	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.148148148	0	0	1
CN201621397718.X	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0	0	0	1
CN201621480459.7	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0	0	0	1
CN201621492848.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.032786885	0	0	0	1
CN201621121942.6	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	1
CN201621468343.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0.037037037	0	0	1
CN201621444729.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.111111111	0	0	1
CN201621450580.5	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0.148148148	0	0	1
CN201710439942.3	0	0.018032787	0.064516129	0.25	0.5	0.666666667	0	1	1	0.2	0.2	0.6	0	0	0	0	0	0	0.083333333	0.2	1	0	0.032786885	0.111111111	0.333333333	0.333333333	1
CN201621341839.2	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621143026.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	1
CN201621344983.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201610714755.7	0	0.018032787	0.064516129	0	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.928571429	0	0.032786885	0.074074074	0	0	1
CN201621344886.2	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.285714286	0	0.020491803	0	0	0	1
CN201610720456.4	0	0.031147541	0.161290323	0	0.416666667	0.444444444	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.928571429	0	0.040983607	0.111111111	0	0	1
CN201621409838.7	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.4	0.6	0.6	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.028688525	0	0	0	1
CN201621409837.2	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.4	0.6	0.6	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621325573.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.032786885	0	0	0	1
CN201621446598.8	0	0.014754098	0.021505376	0	0	0	0	0.5	0	0.266666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.032786885	0.296296296	0	0	1
CN201621437204.2	0	0.01147541	0.053763441	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.259259259	0	0	0.8
CN201621375903.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.074074074	0	0	1
CN201621444292.9	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.111111111	0	0	1
CN201621375957.5	0	0.009836066	0.053763441	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.074074074	0	0	1
CN201621348123.5	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.032786885	0.074074074	0	0	1
CN201621244323.6	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621342361.5	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.074074074	0	0	1
CN201621215052.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.028688525	0	0	0	0.6
CN201621341609.6	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.074074074	0	0	1
CN201621183263.1	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	0.6
CN201710453777.7	0	0.013114754	0.021505376	0.625	0.083333333	0.111111111	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.083333333	0.2	1	0	0.040983607	0.111111111	0.333333333	0.333333333	1
CN201620807861.5	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.004098361	0.148148148	0	0	1
CN201610633986.5	0	0.009836066	0.021505376	0	0.333333333	0.333333333	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.928571429	0	0.045081967	0.037037037	0	0	1
CN201621326824.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.032786885	0	0	0	1
CN201621325417.6	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.028688525	0	0	0	1
CN201621345250.X	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0.074074074	0	0	1
CN201621347938.1	0	0.01147541	0.064516129	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.074074074	0	0	1
CN201621325419.5	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0	0	0	1
CN201710476471.3	0	0.026229508	0.010752688	1	0.5	0.666666667	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.083333333	0.2	1	0	0.040983607	0	0	0	1
CN201621186265.6	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.333333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621345165.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621197609.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201621186501.4	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0	0	0	1
CN201621288693.X	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621187516.2	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.008196721	0	0	0	1
CN201621186272.6	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	1
CN201621197606.X	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	1
CN201621291295.3	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621291949.2	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0	0	0	1
CN201621148180.9	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201621248987.X	0	0.01147541	0.064516129	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0	0	0	0.8
CN201621285947.2	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621292331.8	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201621291159.4	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621289947.X	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.266666667	0.2	0.4	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621286374.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201621286060.5	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621218798.8	0	0.01147541	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	0.6
CN201710450315.X	0	0.01147541	0	0.375	0.583333333	0.666666667	0.083333333	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.083333333	0.2	1	0	0.040983607	0.111111111	0.333333333	0.333333333	1
CN201710439505.1	0	0.014754098	0.043010753	0.25	0.166666667	0.111111111	0.083333333	1	1	0.2	0.2	0.6	0	0	0	0	0	0	0.083333333	0.2	1	0	0.032786885	0.111111111	0.333333333	0.333333333	1
CN201620943100.2	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201620893703.6	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	1
CN201621166385.X	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.012295082	0	0	0	1
CN201621026270.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0.296296296	0	0	1
CN201620652022.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.148148148	0	0	1
CN201621166431.6	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.008196721	0	0	0	1
CN201621166393.4	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.008196721	0	0	0	1
CN201620999838.0	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0.259259259	0	0	1
CN201620305337.8	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201621143010.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.008196721	0	0	0	1
CN201621121697.9	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.012295082	0	0	0	1
CN201620558779.3	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.008196721	0.037037037	0	0	1
CN201621032197.8	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0.111111111	0	0	1
CN201620405849.1	0	0.01147541	0.053763441	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.040983607	0	0	0	1
CN201620405860.8	0	0.009836066	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.036885246	0	0	0	1
CN201620895110.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620895091.4	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620935109.9	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201620895023.8	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620896016.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620884012.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620881683.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620881723.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620887380.X	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201620893704.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201620935576.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0.037037037	0	0	1
CN201710328332.6	0	0.02295082	0	0.25	0.333333333	0.444444444	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.083333333	0.2	1	0	0.040983607	0.222222222	0	0	1
CN201620893741.1	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.028688525	0	0	0	1
CN201620893655.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.024590164	0	0	0	1
CN201620893660.1	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.040983607	0	0	0	1
CN201621299291.X	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.024590164	0.37037037	0	0	1
CN201610262072.2	0	0.103278689	0.032258065	0.125	0.416666667	0.222222222	0.25	1	1	0.333333333	0.2	0.6	0.640625	0.642857143	1	1	1	0.888888889	0.833333333	0.2	0.357142857	1	0.040983607	0.222222222	0	0	1
CN201480067062.2	0	0.11147541	0	0.5	0.583333333	0.333333333	0.333333333	1	1	0.133333333	0.2	0.4	0.09375	0.142857143	1	1	1	0.222222222	0.25	0.2	0.785714286	1	0.077868852	0.037037037	0	0	1
CN201410405741.8	0	0.029508197	0	0	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201410405743.7	0	0.031147541	0.021505376	0	0.583333333	0.555555556	0.166666667	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.6
CN201410405212.8	0	0.036065574	0.021505376	0	0	0	0	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.6
CN201620145729.2	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.028688525	0	0	0	0.6
CN201620145751.7	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145731.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201410406305.2	0	0.036065574	0	0	0	0	0	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201410405742.2	0	0.039344262	0.021505376	0	0	0	0	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.6
CN201510782652.X	0	0.009836066	0	0.125	0.25	0.333333333	0	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.020491803	0	0	0	0.6
CN201410404882.8	0	0.027868852	0	0	0	0	0	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201520556589.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.012295082	0.074074074	0	0	0.6
CN201620198442.6	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620149754.8	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	0.6
CN201620329783.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620166424.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.008196721	0	0	0	0.6
CN201620145743.2	0	0.01147541	0.053763441	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620329780.9	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620306116.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.266666667	0	0.2	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145721.6	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	0.6
CN201620145750.2	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.012295082	0	0	0	0.6
CN201620297032.7	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620274246.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145717.X	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145735.8	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620149760.3	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145737.7	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620149752.9	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620149756.7	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145716.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145741.3	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145749.X	0	0.01147541	0.043010753	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145724.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145754.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.016393443	0	0	0	0.6
CN201620145739.6	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145740.9	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0	0	0	0.214285714	0	0.028688525	0	0	0	0.6
CN201620145738.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145757.4	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145714.6	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201620145734.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714	0	0.020491803	0	0	0	0.6
CN201410406479.9	0	0.031147541	0.021505376	0.25	0.416666667	0.444444444	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.25	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.6
CN201410405100.2	0	0.03442623	0	0	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0.111111111	0.25	0.2	0.785714286	0	0.036885246	0.074074074	0	0	0.6
CN201410406457.2	0	0.032786885	0.021505376	0	0	0	0	1	1	0.066666667	0	0	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	0.6
